,City,Country,Date,Lat,Lng,Max Temp,Wind Speed,Humidity,Cloudiness,Timezone
328,kaeo,NZ,1572316448.0,-35.1,173.78,63.0,4.43,93.0,100.0,46800.0
329,port moresby,PG,1572316449.0,-9.47,147.16,87.8,11.41,70.0,40.0,36000.0
330,hervey bay,AU,1572316449.0,-25.3,152.85,82.99,18.34,51.0,40.0,36000.0
331,tiksi,RU,1572316449.0,71.64,128.87,-1.74,1.9,90.0,69.0,32400.0
332,coahuayana,MX,1572316449.0,18.62,-100.35,72.95,3.18,89.0,100.0,-21600.0
333,nguruka,TZ,1572316449.0,-5.11,31.04,65.55,1.79,88.0,44.0,10800.0
334,north myrtle beach,US,1572316450.0,33.83,-78.68,73.0,8.05,88.0,90.0,-14400.0
335,ratnagiri,IN,1572316450.0,16.98,73.3,78.71,1.34,78.0,0.0,19800.0
336,praia,BR,1572316450.0,-20.25,-43.81,68.0,1.59,88.0,90.0,-10800.0
337,boljevac,RS,1572316450.0,43.83,21.96,44.6,2.77,81.0,100.0,3600.0
338,okha,RU,1572316450.0,53.59,142.95,42.53,11.99,73.0,78.0,39600.0
341,luangwa,MZ,1572316451.0,-15.62,30.4,71.71,1.25,21.0,100.0,7200.0
342,hirtshals,DK,1572316451.0,57.59,9.96,30.0,7.05,94.0,0.0,3600.0
343,isangel,VU,1572316451.0,-19.55,169.27,84.2,13.87,45.0,40.0,39600.0
344,sitka,US,1572316451.0,37.17,-99.65,21.99,5.01,85.0,0.0,-18000.0
345,sadzhavka,UA,1572316452.0,48.57,24.79,41.05,4.54,85.0,88.0,7200.0
346,eureka,US,1572316452.0,40.8,-124.16,48.99,5.82,87.0,1.0,-25200.0
347,puerto del rosario,ES,1572316452.0,28.5,-13.86,71.6,4.7,64.0,34.0,0.0
349,sakaiminato,JP,1572316452.0,35.55,133.23,69.8,6.93,63.0,20.0,32400.0
350,dekar,BW,1572316452.0,-21.53,21.93,61.84,15.01,26.0,44.0,7200.0
351,portland,US,1572315974.0,43.66,-70.25,48.99,7.74,87.0,90.0,-14400.0
352,oranjemund,ZA,1572316453.0,-28.55,16.43,52.25,11.05,68.0,60.0,7200.0
353,san jose,HN,1572316453.0,14.25,-87.96,75.2,4.7,78.0,75.0,-21600.0
354,havoysund,NO,1572316453.0,71.0,24.66,30.2,23.04,86.0,75.0,3600.0
355,auki,NG,1572316453.0,12.18,6.51,75.29,3.87,64.0,99.0,3600.0
356,shibetsu,JP,1572316454.0,44.15,142.46,57.2,14.99,50.0,40.0,32400.0
358,sorland,NO,1572316454.0,67.67,12.69,39.72,19.66,66.0,100.0,3600.0
359,college,US,1572316454.0,64.86,-147.8,42.8,2.68,86.0,40.0,-28800.0
360,prata,BR,1572316454.0,-19.31,-48.92,72.05,5.99,85.0,100.0,-10800.0
361,conselheiro lafaiete,BR,1572316454.0,-20.66,-43.79,62.8,1.59,95.0,100.0,-10800.0
362,fernie,CA,1572316455.0,49.5,-115.06,14.0,4.7,40.0,20.0,-21600.0
363,kavaratti,IN,1572316455.0,10.57,72.64,81.99,9.98,79.0,98.0,19800.0
364,taunggyi,MM,1572316455.0,20.78,97.03,79.47,0.25,67.0,75.0,23400.0
365,cherskiy,RU,1572316455.0,68.75,161.3,-4.2,4.97,90.0,0.0,39600.0
366,darnah,LY,1572316456.0,32.77,22.64,72.07,10.22,77.0,0.0,7200.0
367,lovozero,RU,1572316456.0,68.01,35.02,14.07,8.86,92.0,53.0,10800.0
368,sunrise manor,US,1572316456.0,36.21,-115.07,55.4,2.08,7.0,20.0,-25200.0
369,majene,ID,1572316456.0,-3.54,118.97,85.32,5.41,60.0,100.0,28800.0
370,ahipara,NZ,1572316456.0,-35.17,173.16,63.0,17.56,93.0,76.0,46800.0
371,lasa,CY,1572316457.0,34.92,32.53,60.8,9.17,67.0,40.0,7200.0
372,vostok,RU,1572316457.0,46.45,135.83,41.11,2.82,96.0,100.0,36000.0
373,ajaccio,FR,1572316457.0,41.93,8.74,59.0,8.05,87.0,100.0,3600.0
374,limay,FR,1572316457.0,48.99,1.74,48.2,12.75,70.0,100.0,3600.0
375,meulaboh,ID,1572316457.0,4.14,96.13,79.88,7.7,81.0,89.0,25200.0
376,horta,BR,1572316458.0,-10.93,-37.66,80.6,9.17,69.0,20.0,-10800.0
377,dauphin,CA,1572316458.0,51.15,-100.04,23.0,11.41,92.0,90.0,-18000.0
378,srivardhan,IN,1572316458.0,18.03,73.02,79.18,3.96,76.0,30.0,19800.0
379,trelew,AR,1572316458.0,-43.25,-65.31,58.62,21.77,40.0,100.0,-10800.0
380,port lincoln,AU,1572316458.0,-34.72,135.86,86.92,10.18,19.0,1.0,37800.0
381,mount isa,AU,1572316459.0,-20.73,139.49,77.0,10.29,44.0,90.0,36000.0
382,tiquisate,GT,1572316459.0,14.29,-91.37,55.99,2.77,97.0,100.0,-21600.0
383,banda aceh,ID,1572316446.0,5.56,95.32,81.54,1.19,76.0,100.0,25200.0
384,tukan,RU,1572316459.0,53.84,57.45,29.32,4.9,86.0,67.0,18000.0
385,sarangani,PH,1572316459.0,5.4,125.46,83.12,3.13,69.0,40.0,28800.0
386,kasongo-lunda,CD,1572316460.0,-6.48,16.82,68.16,2.06,99.0,100.0,3600.0
387,khelyulya,RU,1572316460.0,61.73,30.68,31.26,9.01,90.0,78.0,10800.0
388,srednekolymsk,RU,1572316460.0,67.46,153.71,2.16,7.29,86.0,88.0,39600.0
390,sur,OM,1572316460.0,22.57,59.53,78.98,20.2,73.0,18.0,14400.0
391,sharjah,AE,1572316461.0,25.36,55.39,80.6,6.93,32.0,7.0,14400.0
392,oriximina,BR,1572316461.0,-1.77,-55.87,82.44,4.54,67.0,52.0,-10800.0
393,elliot lake,CA,1572316373.0,46.37,-82.65,46.4,2.24,100.0,90.0,-14400.0
394,noyabrsk,RU,1572316461.0,63.2,75.45,3.67,11.59,92.0,83.0,18000.0
395,dubrovnik,HR,1572316461.0,42.65,18.09,57.2,8.05,87.0,100.0,3600.0
396,buala,SB,1572316461.0,-8.15,159.59,84.61,8.12,68.0,58.0,39600.0
397,northam,AU,1572316462.0,-31.65,116.67,71.6,6.93,49.0,100.0,28800.0
398,seoul,KR,1572315940.0,37.57,126.98,62.6,1.12,62.0,1.0,32400.0
399,wooster,US,1572316462.0,40.8,-81.94,52.0,4.03,81.0,1.0,-14400.0
400,panacan,PH,1572316462.0,7.15,125.66,86.0,5.82,66.0,75.0,28800.0
401,wucheng,CN,1572316462.0,29.09,119.57,68.09,3.69,59.0,0.0,28800.0
402,miyako,JP,1572316463.0,33.63,130.94,79.0,4.7,60.0,20.0,32400.0
403,vestmannaeyjar,IS,1572316463.0,63.44,-20.27,43.59,3.71,71.0,68.0,0.0
404,hofn,IS,1572316463.0,64.25,-15.21,43.36,7.45,49.0,33.0,0.0
405,ponta do sol,BR,1572316463.0,-20.63,-46.0,66.04,4.7,85.0,96.0,-10800.0
406,palmer,AU,1572316464.0,-34.85,139.16,89.01,17.22,14.0,0.0,37800.0
407,avera,US,1572316464.0,33.19,-82.53,69.8,0.63,93.0,1.0,-14400.0
408,broken hill,AU,1572316464.0,-31.97,141.45,82.4,8.05,12.0,0.0,37800.0
409,bubaque,GW,1572316464.0,11.28,-15.83,80.83,9.62,84.0,0.0,0.0
410,cidreira,BR,1572316464.0,-30.17,-50.22,72.97,6.38,81.0,64.0,-10800.0
412,ishigaki,JP,1572316465.0,24.34,124.16,80.6,14.99,74.0,75.0,32400.0
413,gat,SN,1572316465.0,14.69,-16.54,73.4,10.29,83.0,0.0,0.0
414,kalakamati,BW,1572316465.0,-20.59,27.31,70.54,17.02,14.0,54.0,7200.0
415,paamiut,GL,1572316465.0,61.99,-49.67,36.68,4.99,96.0,100.0,-10800.0
416,bireun,ID,1572316466.0,5.2,96.7,73.45,2.19,80.0,100.0,25200.0
417,solnechnyy,RU,1572316466.0,50.72,136.64,40.95,2.37,58.0,100.0,36000.0
418,yanam,IN,1572316466.0,16.73,82.22,80.6,5.82,88.0,40.0,19800.0
419,lavrentiya,RU,1572316466.0,65.58,-170.99,28.63,12.01,68.0,100.0,43200.0
420,gubden,RU,1572316466.0,42.57,47.57,55.4,4.47,76.0,0.0,10800.0
421,karaman,TR,1572316467.0,37.18,33.22,46.35,3.18,76.0,1.0,10800.0
424,omboue,GA,1572316467.0,-1.57,9.26,71.73,1.79,91.0,100.0,3600.0
425,jabinyanah,TN,1572316467.0,35.03,10.91,62.6,8.05,93.0,40.0,3600.0
426,salinopolis,BR,1572316468.0,-0.61,-47.36,81.59,16.67,79.0,57.0,-10800.0
427,radhanpur,IN,1572316468.0,23.83,71.61,80.55,10.6,67.0,2.0,19800.0
428,baijiantan,CN,1572316468.0,45.63,85.18,56.44,2.93,33.0,67.0,28800.0
429,port keats,AU,1572316468.0,-14.25,129.55,93.2,5.28,37.0,0.0,34200.0
430,sao raimundo das mangabeiras,BR,1572316468.0,-7.02,-45.48,82.94,2.93,53.0,99.0,-10800.0
432,kuybyshevo,UA,1572316469.0,44.63,33.86,47.14,1.95,86.0,94.0,10800.0
433,kieta,PG,1572316469.0,-6.22,155.63,84.9,4.9,65.0,55.0,39600.0
434,takoradi,GH,1572316469.0,4.89,-1.75,78.04,6.8,86.0,100.0,0.0
436,longyearbyen,NO,1572316469.0,78.22,15.63,19.4,6.93,67.0,75.0,3600.0
437,storm lake,US,1572316470.0,42.64,-95.21,30.2,5.82,86.0,90.0,-18000.0
438,eirunepe,BR,1572316470.0,-6.66,-69.87,73.85,2.42,93.0,91.0,-18000.0
439,doka,SD,1572316470.0,13.52,35.76,73.45,6.35,59.0,34.0,7200.0
440,srandakan,ID,1572316470.0,-7.94,110.25,83.88,9.62,59.0,71.0,25200.0
441,russkaya polyana,RU,1572316470.0,53.78,73.88,52.47,20.51,70.0,82.0,21600.0
442,san patricio,PY,1572316471.0,-26.98,-56.83,85.15,9.31,49.0,86.0,-10800.0
443,saint-denis,FR,1572316471.0,48.94,2.36,48.2,10.29,76.0,100.0,3600.0
444,villiers,ZA,1572316471.0,-27.03,28.6,46.31,5.57,47.0,0.0,7200.0
446,redmond,US,1572316250.0,47.67,-122.12,46.99,10.29,70.0,40.0,-25200.0
447,faratsiho,MG,1572316472.0,-19.41,46.95,60.67,2.13,66.0,64.0,10800.0
448,flinders,AU,1572316472.0,-34.58,150.85,84.0,9.17,36.0,0.0,39600.0
449,kulachi,PK,1572316472.0,31.93,70.46,79.36,3.36,25.0,0.0,18000.0
450,tual,ID,1572316472.0,-5.67,132.75,80.83,4.25,76.0,100.0,32400.0
451,benguela,AO,1572316473.0,-12.58,13.4,72.91,3.4,80.0,100.0,3600.0
452,iskateley,RU,1572316473.0,67.68,53.15,13.78,4.85,87.0,34.0,10800.0
456,buchanan,LR,1572316474.0,5.88,-10.05,74.53,1.83,94.0,82.0,0.0
457,mahajanga,MG,1572316396.0,-15.72,46.32,80.6,3.36,88.0,40.0,10800.0
458,santa rosalia,IT,1572316474.0,38.07,13.27,66.99,3.36,88.0,0.0,3600.0
459,fairbanks,US,1572316402.0,64.84,-147.72,42.8,1.39,86.0,40.0,-28800.0
460,zhanaozen,KZ,1572316474.0,43.35,52.85,51.78,10.38,23.0,0.0,18000.0
461,price,US,1572316235.0,39.6,-110.81,33.8,10.29,40.0,90.0,-21600.0
462,talara,PE,1572316475.0,-4.58,-81.27,63.61,19.64,90.0,0.0,-18000.0
463,vezirkopru,TR,1572316475.0,41.14,35.45,48.2,6.93,87.0,86.0,10800.0
464,hay river,CA,1572316475.0,60.82,-115.79,14.0,3.36,78.0,75.0,-21600.0
465,virovitica,HR,1572316475.0,45.83,17.39,50.0,3.69,92.0,88.0,3600.0
466,verkhnyaya inta,RU,1572316475.0,65.99,60.32,18.07,12.73,95.0,100.0,10800.0
467,kuching,MY,1572316476.0,1.56,110.34,84.2,2.24,74.0,75.0,28800.0
468,margherita,IN,1572316476.0,27.29,95.67,73.4,5.82,78.0,20.0,19800.0
469,christchurch,NZ,1572316350.0,-43.53,172.64,57.99,17.22,71.0,67.0,46800.0
470,moerai,PF,1572316476.0,-22.43,-151.33,72.32,16.35,87.0,100.0,-36000.0
471,rongcheng,CN,1572316477.0,37.16,122.42,56.48,7.45,50.0,0.0,28800.0
472,kirensk,RU,1572316477.0,57.78,108.12,36.91,7.81,98.0,100.0,28800.0
473,coolum beach,AU,1572316477.0,-26.53,153.09,73.0,4.0,68.0,27.0,36000.0
475,carupano,VE,1572316477.0,10.67,-63.26,72.64,1.9,98.0,82.0,-14400.0
476,kluczbork,PL,1572316477.0,50.97,18.21,45.0,5.12,100.0,99.0,3600.0
477,rupert,US,1572316478.0,42.62,-113.68,32.0,9.17,38.0,90.0,-21600.0
478,selikhino,RU,1572316478.0,50.37,137.51,42.58,7.54,71.0,100.0,36000.0
479,nagar karnul,IN,1572316478.0,16.48,78.32,76.41,7.49,87.0,54.0,19800.0
480,skibbereen,IE,1572316478.0,51.55,-9.27,44.6,19.46,75.0,75.0,0.0
481,strezhevoy,RU,1572316478.0,60.73,77.6,19.4,11.18,79.0,90.0,25200.0
482,porto torres,IT,1572316479.0,40.84,8.4,57.0,1.12,100.0,100.0,3600.0
483,nagorsk,RU,1572316479.0,59.32,50.8,12.27,4.54,93.0,5.0,10800.0
484,lingao,CN,1572316480.0,19.91,109.69,72.3,14.07,76.0,21.0,28800.0
485,vadnagar,IN,1572316480.0,23.78,72.63,79.16,10.0,69.0,5.0,19800.0
486,kaitangata,NZ,1572316480.0,-46.28,169.85,55.0,5.99,61.0,0.0,46800.0
487,shemysheyka,RU,1572316480.0,52.89,45.39,36.0,0.96,62.0,31.0,10800.0
488,lyuban,BY,1572316480.0,52.8,28.0,42.93,9.1,84.0,99.0,10800.0
489,sosnovo-ozerskoye,RU,1572316480.0,52.53,111.54,32.79,12.15,74.0,100.0,28800.0
490,izumo,JP,1572316481.0,35.37,132.75,69.8,14.99,52.0,20.0,32400.0
491,hobyo,SO,1572316481.0,5.35,48.53,79.68,6.4,83.0,1.0,10800.0
492,tabou,CI,1572316484.0,4.42,-7.36,73.54,3.13,97.0,100.0,0.0
493,sabha,LY,1572316485.0,27.03,14.43,74.62,16.31,24.0,100.0,7200.0
494,kahului,US,1572316428.0,20.89,-156.47,84.2,16.11,61.0,40.0,-36000.0
495,kaohsiung,TW,1572316334.0,22.62,120.31,82.4,4.7,65.0,40.0,28800.0
496,george town,MY,1572316485.0,5.42,100.33,82.4,5.82,83.0,75.0,28800.0
497,singaparna,ID,1572316485.0,-7.35,108.11,83.46,6.49,50.0,23.0,25200.0
498,boende,CD,1572316486.0,-0.28,20.88,69.12,1.39,99.0,98.0,3600.0
499,naze,NG,1572316486.0,5.43,7.07,73.4,1.59,100.0,40.0,3600.0
500,namibe,AO,1572316486.0,-15.19,12.15,69.64,2.1,73.0,0.0,3600.0
501,port hardy,CA,1572316486.0,50.7,-127.42,37.4,3.36,93.0,40.0,-25200.0
503,puerto baquerizo moreno,EC,1572316486.0,-0.9,-89.6,70.07,13.78,83.0,28.0,-21600.0
504,miram shah,PK,1572316487.0,33.01,70.07,66.9,2.24,42.0,45.0,18000.0
505,xining,CN,1572316256.0,36.62,101.77,43.39,3.8,20.0,10.0,28800.0
506,half moon bay,US,1572316391.0,37.46,-122.43,64.4,9.17,19.0,75.0,-25200.0
507,kimbe,PG,1572316487.0,-5.56,150.15,88.25,1.28,65.0,90.0,36000.0
508,okato,NZ,1572316487.0,-39.19,173.88,59.0,15.01,67.0,29.0,46800.0
509,celestun,MX,1572316488.0,20.87,-90.4,82.65,12.59,77.0,60.0,-21600.0
510,swan river,CA,1572316488.0,52.11,-101.27,17.38,7.14,87.0,91.0,-18000.0
511,wanning,AT,1572316488.0,48.64,13.53,46.0,5.82,93.0,75.0,3600.0
512,novyy urengoy,RU,1572316488.0,66.08,76.63,2.57,7.65,95.0,92.0,18000.0
513,yablonovo,RU,1572316488.0,50.85,37.36,37.4,6.71,86.0,36.0,10800.0
514,byron bay,AU,1572316489.0,-28.65,153.62,81.0,12.75,65.0,40.0,39600.0
515,westport,US,1572316237.0,41.14,-73.36,57.99,5.82,82.0,90.0,-14400.0
516,mendi,ET,1572316489.0,9.8,35.1,64.02,3.62,72.0,99.0,10800.0
517,prieska,ZA,1572316489.0,-29.67,22.74,31.71,3.47,83.0,0.0,7200.0
518,plettenberg bay,ZA,1572316489.0,-34.05,23.37,53.04,14.47,63.0,94.0,7200.0
519,abnub,EG,1572316490.0,27.27,31.15,60.8,4.7,67.0,100.0,7200.0
520,liwale,TZ,1572316490.0,-9.8,37.92,72.75,6.96,74.0,100.0,10800.0
521,nushki,PK,1572316247.0,29.55,66.02,70.77,3.94,22.0,0.0,18000.0
522,maumere,ID,1572316490.0,-8.63,122.22,83.41,7.56,62.0,100.0,28800.0
523,xuddur,SO,1572316490.0,4.12,43.89,72.34,9.28,89.0,3.0,10800.0
524,saint george,GR,1572316490.0,39.45,22.34,51.8,1.3,93.0,20.0,7200.0
525,llanes,ES,1572316491.0,43.42,-4.75,61.0,1.81,79.0,100.0,3600.0
526,touros,BR,1572316491.0,-5.2,-35.46,73.4,3.36,83.0,40.0,-10800.0
527,puerto colombia,CO,1572316491.0,10.99,-74.96,82.4,11.41,88.0,20.0,-18000.0
528,khandyga,RU,1572316491.0,62.65,135.58,16.52,2.98,89.0,100.0,32400.0
529,rosetown,CA,1572316491.0,51.55,-107.99,17.01,1.99,72.0,100.0,-21600.0
530,beian,NO,1572316492.0,63.66,9.57,43.0,14.99,80.0,75.0,3600.0
531,flin flon,CA,1572316492.0,54.77,-101.88,16.95,14.85,88.0,100.0,-18000.0
532,mopipi,BW,1572316492.0,-21.2,24.86,73.15,12.46,15.0,54.0,7200.0
533,floro,NO,1572316492.0,61.6,5.03,41.0,12.75,75.0,6.0,3600.0
534,tautira,PF,1572316492.0,-17.73,-149.15,84.2,8.05,70.0,20.0,-36000.0
535,healdsburg,US,1572316493.0,38.61,-122.87,55.4,4.7,37.0,90.0,-25200.0
536,viedma,AR,1572316493.0,-40.81,-62.99,54.36,20.07,79.0,0.0,-10800.0
537,kanash,RU,1572316493.0,55.51,47.5,30.2,4.47,86.0,75.0,10800.0
539,horconcitos,PA,1572316493.0,8.47,-81.8,69.13,5.5,90.0,100.0,-18000.0
540,yeppoon,AU,1572316494.0,-23.13,150.74,82.4,14.99,45.0,100.0,36000.0
541,coffs harbour,AU,1572316264.0,-30.3,153.13,77.0,17.22,56.0,63.0,39600.0
542,moyale,ET,1572316494.0,3.52,39.05,70.29,2.73,79.0,7.0,10800.0
543,tiarei,PF,1572316494.0,-17.53,-149.33,84.2,8.05,70.0,20.0,-36000.0
544,churachandpur,IN,1572316196.0,24.33,93.67,68.0,2.24,94.0,75.0,19800.0
545,sinnamary,GF,1572316495.0,5.38,-52.96,82.06,10.29,77.0,77.0,-10800.0
546,raudeberg,NO,1572316495.0,61.99,5.14,41.0,12.75,75.0,23.0,3600.0
547,muravlenko,RU,1572316495.0,63.79,74.5,1.11,9.82,96.0,2.0,18000.0
548,los llanos de aridane,ES,1572316495.0,28.66,-17.92,71.6,1.12,83.0,14.0,0.0
549,mandera,ET,1572316495.0,3.94,41.86,77.0,1.99,33.0,55.0,10800.0
550,sena madureira,BR,1572316496.0,-9.07,-68.66,73.18,2.93,87.0,73.0,-18000.0
551,bathsheba,BB,1572316496.0,13.22,-59.52,82.4,13.87,78.0,75.0,-14400.0
552,bossangoa,CF,1572316496.0,6.5,17.45,66.97,1.57,94.0,78.0,3600.0
553,diamantino,BR,1572316496.0,-14.4,-56.44,75.02,5.93,76.0,88.0,-14400.0
554,kokopo,PG,1572316496.0,-4.34,152.27,82.27,20.47,80.0,13.0,36000.0
555,zahony,HU,1572316497.0,48.41,22.18,33.01,4.0,84.0,26.0,3600.0
556,tottori,JP,1572316497.0,35.5,134.23,66.2,9.17,68.0,40.0,32400.0
557,dongsheng,CN,1572316497.0,29.72,112.52,70.92,4.25,50.0,0.0,28800.0
559,lubango,AO,1572316497.0,-14.92,13.49,63.32,1.05,46.0,79.0,3600.0
560,angoche,MZ,1572316498.0,-16.23,39.91,75.33,8.86,67.0,0.0,7200.0
561,ayan,IR,1572316498.0,38.23,44.7,38.97,5.99,76.0,7.0,12600.0
562,smolenka,PL,1572316498.0,54.15,22.76,37.38,5.28,92.0,61.0,3600.0
563,berlevag,NO,1572316498.0,70.86,29.09,35.49,19.35,63.0,100.0,3600.0
564,bandarbeyla,SO,1572316498.0,9.49,50.81,79.63,3.83,58.0,100.0,10800.0
566,chippewa falls,US,1572316499.0,44.94,-91.39,33.8,5.82,59.0,90.0,-18000.0
567,iberia,PE,1572316499.0,-11.41,-69.49,71.51,1.52,96.0,6.0,-18000.0
568,inta,RU,1572316499.0,66.04,60.13,19.0,9.55,95.0,100.0,10800.0
569,mbalmayo,CM,1572316385.0,3.52,11.5,68.0,1.12,100.0,40.0,3600.0
570,geraldton,CA,1572316500.0,49.72,-86.95,30.2,8.05,68.0,90.0,-14400.0
571,leningradskiy,RU,1572316500.0,69.38,178.42,12.24,35.19,87.0,97.0,43200.0
572,great yarmouth,GB,1572316500.0,52.61,1.73,46.0,2.24,93.0,0.0,0.0
573,quepos,CR,1572316500.0,9.43,-84.16,70.0,4.7,100.0,75.0,-21600.0
574,florida,UY,1572316500.0,-34.1,-56.21,61.32,10.33,97.0,68.0,-10800.0
576,oleksandrivka,UA,1572316501.0,48.97,32.24,45.19,5.84,87.0,99.0,7200.0
577,lorengau,PG,1572316501.0,-2.02,147.27,84.42,2.13,63.0,38.0,36000.0
578,ayagoz,KZ,1572316501.0,47.96,80.43,45.14,21.27,65.0,5.0,21600.0
579,afsin,TR,1572316501.0,38.25,36.91,42.85,2.46,96.0,95.0,10800.0
580,prainha,BR,1572316502.0,-1.8,-53.48,80.91,2.59,61.0,24.0,-10800.0
581,petropavlovsk-kamchatskiy,RU,1572316502.0,53.05,158.65,46.4,11.18,63.0,31.0,43200.0
582,cabedelo,BR,1572316502.0,-6.97,-34.84,73.4,3.36,83.0,40.0,-10800.0
583,wuwei,CN,1572316502.0,37.93,102.64,55.99,7.49,47.0,0.0,28800.0
584,kragero,NO,1572316502.0,58.87,9.41,35.6,6.93,64.0,0.0,3600.0
585,lazarev,RU,1572316503.0,52.23,141.51,43.72,20.96,82.0,100.0,36000.0
586,aykhal,RU,1572316503.0,65.95,111.51,10.4,6.71,92.0,90.0,32400.0
587,kutum,SD,1572316503.0,14.2,24.66,67.01,2.55,39.0,100.0,7200.0
588,teguldet,RU,1572316503.0,57.31,88.17,48.4,22.1,82.0,100.0,25200.0
589,taoudenni,ML,1572316503.0,22.68,-3.98,74.59,8.01,21.0,0.0,0.0
590,whitehorse,CA,1572316497.0,60.72,-135.06,37.99,29.97,69.0,75.0,-25200.0
591,languyan,FR,1572316504.0,48.3,-3.83,48.99,8.05,100.0,90.0,3600.0
592,bilibino,RU,1572316504.0,68.06,166.44,-8.59,1.59,98.0,95.0,43200.0
593,southport,GB,1572316205.0,53.65,-3.0,42.01,11.41,93.0,0.0,0.0
594,laela,TZ,1572316505.0,-8.57,32.05,65.66,3.83,62.0,94.0,10800.0
595,namie,JP,1572316505.0,37.52,140.86,61.0,7.16,100.0,75.0,32400.0
596,fort nelson,CA,1572316505.0,58.81,-122.69,21.2,8.05,62.0,40.0,-25200.0
597,camacha,PT,1572316505.0,33.08,-16.33,69.8,9.17,94.0,40.0,0.0
598,chake chake,TZ,1572316505.0,-5.25,39.77,80.4,8.34,81.0,13.0,10800.0
599,kenora,CA,1572316506.0,49.76,-94.48,30.2,4.7,68.0,75.0,-18000.0
600,alberdi,AR,1572316506.0,-26.19,-58.14,89.6,11.41,49.0,75.0,-10800.0
601,ndioum,SN,1572316506.0,16.51,-14.65,82.83,9.46,12.0,0.0,0.0
602,jieshi,CN,1572316506.0,22.82,115.83,71.01,1.01,66.0,95.0,28800.0
603,vetluzhskiy,RU,1572316506.0,58.39,45.47,26.83,3.31,75.0,0.0,10800.0
604,arlit,NE,1572316510.0,18.74,7.39,83.84,8.81,18.0,89.0,3600.0
605,rocha,UY,1572316466.0,-34.48,-54.34,63.5,6.38,97.0,69.0,-10800.0
606,laguna de perlas,NI,1572316510.0,12.34,-83.67,84.02,16.44,77.0,70.0,-21600.0
607,penzance,GB,1572316510.0,50.12,-5.53,53.01,32.21,87.0,100.0,0.0
608,de aar,ZA,1572316511.0,-30.65,24.01,32.23,3.06,76.0,0.0,7200.0
609,vanimo,PG,1572316511.0,-2.67,141.3,84.16,7.18,71.0,100.0,36000.0
610,kayerkan,RU,1572316511.0,69.35,87.76,10.4,4.47,92.0,75.0,25200.0
612,port augusta,AU,1572316511.0,-32.49,137.76,87.8,12.75,11.0,0.0,37800.0
613,tutoia,BR,1572316512.0,-2.76,-42.27,74.8,6.76,80.0,0.0,-10800.0
614,tafalla,ES,1572316512.0,42.53,-1.67,53.01,1.12,100.0,100.0,3600.0
615,ullapool,GB,1572316512.0,57.9,-5.16,36.0,1.99,93.0,9.0,0.0
616,uige,AO,1572316512.0,-7.61,15.06,67.84,3.44,99.0,79.0,3600.0
617,lanzhou,CN,1572316512.0,36.06,103.82,42.8,4.47,48.0,0.0,28800.0
618,carutapera,BR,1572316513.0,-1.2,-46.02,80.64,15.75,80.0,0.0,-10800.0
620,korem,ET,1572316513.0,12.51,39.52,50.11,1.36,62.0,100.0,10800.0
621,morrope,PE,1572316513.0,-6.54,-80.02,64.4,18.34,82.0,40.0,-18000.0
622,catemaco,MX,1572316513.0,18.42,-95.11,80.6,6.93,78.0,40.0,-21600.0
623,alyangula,AU,1572316514.0,-13.85,136.42,87.8,9.17,40.0,99.0,34200.0
625,iranshahr,IR,1572316514.0,27.21,60.69,69.8,6.93,32.0,0.0,12600.0
627,nouadhibou,MR,1572316515.0,20.93,-17.03,82.4,13.87,48.0,100.0,0.0
628,dakar,SN,1572316228.0,14.69,-17.45,73.4,10.29,83.0,0.0,0.0
629,provideniya,RU,1572316515.0,64.42,-173.23,32.0,13.42,84.0,75.0,43200.0
630,warrington,GB,1572316515.0,53.39,-2.59,37.99,11.41,93.0,0.0,0.0
631,chiplun,IN,1572316515.0,17.53,73.52,77.94,0.87,83.0,0.0,19800.0
632,ilorin,NG,1572316516.0,8.5,4.55,70.93,4.56,91.0,95.0,3600.0
633,vila,IT,1572316516.0,45.18,8.4,61.0,4.7,100.0,90.0,3600.0
634,empangeni,ZA,1572316516.0,-28.75,31.9,68.45,16.91,72.0,100.0,7200.0
635,ibb,YE,1572316516.0,13.97,44.18,61.92,1.86,79.0,0.0,10800.0
636,shitanjing,CN,1572316516.0,39.23,106.34,53.89,3.62,21.0,0.0,28800.0
637,san angelo,US,1572316314.0,31.46,-100.44,50.0,13.87,66.0,90.0,-18000.0
638,tucuman,PE,1572316517.0,-17.17,-70.89,53.44,0.76,49.0,100.0,-18000.0
640,pointe michel,DM,1572316517.0,15.25,-61.38,81.77,15.52,80.0,18.0,-14400.0
641,ambam,CM,1572316517.0,2.38,11.27,63.84,0.34,99.0,96.0,3600.0
642,yar-sale,RU,1572316517.0,66.83,70.83,7.41,13.11,92.0,71.0,18000.0
643,capaci,IT,1572316518.0,38.17,13.24,66.99,3.36,88.0,0.0,3600.0
645,kudahuvadhoo,MV,1572316518.0,2.67,72.89,82.51,4.18,70.0,4.0,18000.0
646,sokol,RU,1572316518.0,59.46,40.11,25.27,3.53,94.0,0.0,10800.0
647,nalut,LY,1572316518.0,31.86,10.98,64.67,3.18,77.0,68.0,7200.0
648,ucluelet,CA,1572316519.0,48.94,-125.55,46.4,1.92,81.0,40.0,-25200.0
649,adwa,ET,1572316519.0,14.16,38.9,58.15,2.24,58.0,0.0,10800.0
