,City,Country,Date,Lat,Lng,Max Temp,Wind Speed,Humidity,Cloudiness,Timezone
650,maceio,BR,1572316519.0,-9.67,-35.74,71.6,3.36,94.0,20.0,-10800.0
651,hearst,CA,1572316519.0,49.69,-83.67,34.74,5.39,85.0,99.0,-14400.0
652,charters towers,AU,1572316519.0,-20.07,146.27,89.08,20.8,26.0,98.0,36000.0
653,san rafael del sur,NI,1572316520.0,11.85,-86.44,78.8,4.7,83.0,40.0,-21600.0
654,merauke,ID,1572316520.0,-8.49,140.4,77.29,5.75,87.0,100.0,32400.0
655,vaitape,PF,1572316520.0,-16.52,-151.75,80.08,14.34,77.0,58.0,-36000.0
656,nouakchott,MR,1572316520.0,18.08,-15.98,77.0,6.93,36.0,0.0,0.0
657,praia grande,BR,1572316520.0,-24.01,-46.4,77.0,3.36,64.0,100.0,-10800.0
658,nikolayevka,RU,1572316521.0,46.73,38.57,50.29,1.66,90.0,99.0,10800.0
659,south lake tahoe,US,1572316360.0,38.93,-119.98,48.0,3.36,30.0,1.0,-25200.0
660,butia,BR,1572316521.0,-21.88,-47.57,75.2,2.24,93.0,100.0,-10800.0
662,sao felix do xingu,BR,1572316521.0,-6.64,-51.99,70.92,1.66,95.0,62.0,-10800.0
663,sao jose da coroa grande,BR,1572316522.0,-8.9,-35.15,78.22,14.23,71.0,0.0,-10800.0
665,vila velha,BR,1572316522.0,-3.71,-38.6,80.6,20.8,69.0,75.0,-10800.0
666,ashland,US,1572316522.0,38.48,-82.64,57.2,2.98,82.0,1.0,-14400.0
667,la ronge,CA,1572316522.0,55.1,-105.3,17.6,17.22,72.0,90.0,-21600.0
668,palmeiras de goias,BR,1572316523.0,-16.8,-49.93,69.31,3.27,84.0,21.0,-10800.0
669,platanos,GR,1572316523.0,35.47,23.6,64.0,4.92,87.0,20.0,7200.0
670,sylacauga,US,1572316523.0,33.17,-86.25,59.0,1.34,93.0,1.0,-18000.0
671,ketchikan,US,1572316523.0,55.34,-131.65,41.0,9.17,80.0,20.0,-28800.0
672,kurumkan,RU,1572316523.0,54.33,110.32,22.64,2.73,96.0,100.0,28800.0
673,alihe,CN,1572316524.0,50.57,123.73,31.15,5.79,70.0,33.0,28800.0
674,khandbari,NP,1572316524.0,27.38,87.21,56.93,3.8,57.0,80.0,20700.0
675,rorvik,NO,1572316524.0,64.86,11.24,39.99,3.0,83.0,88.0,3600.0
676,najran,SA,1572316524.0,17.54,44.22,64.4,2.39,32.0,0.0,10800.0
677,dingle,PH,1572316524.0,11.0,122.67,86.61,3.02,66.0,42.0,28800.0
678,barranca,PE,1572316525.0,-10.75,-77.76,61.68,14.2,88.0,100.0,-18000.0
679,edd,ER,1572316525.0,13.93,41.69,79.63,3.4,51.0,97.0,10800.0
680,santiago,PH,1572316525.0,16.69,121.54,79.7,3.4,76.0,70.0,28800.0
681,mogadishu,SO,1572316525.0,2.04,45.34,80.4,11.86,83.0,89.0,10800.0
683,wufeng,CN,1572316526.0,27.44,104.87,59.52,4.61,39.0,64.0,28800.0
685,challans,FR,1572316526.0,46.85,-1.88,53.6,9.17,93.0,74.0,3600.0
686,altamira,BR,1572316526.0,-3.2,-52.21,74.26,0.63,90.0,96.0,-10800.0
689,polonnaruwa,LK,1572316527.0,7.94,81.0,80.89,4.07,79.0,92.0,19800.0
690,huaraz,PE,1572316527.0,-9.53,-77.53,39.88,2.59,89.0,100.0,-18000.0
691,tecoanapa,MX,1572316527.0,16.99,-99.26,82.4,2.24,78.0,75.0,-21600.0
692,pravokumskoye,RU,1572316527.0,44.77,44.65,49.42,4.16,72.0,0.0,10800.0
693,khasan,RU,1572316527.0,42.43,130.64,51.31,17.49,43.0,0.0,36000.0
694,araouane,ML,1572316528.0,18.9,-3.53,73.54,12.17,18.0,0.0,0.0
695,mehamn,NO,1572316528.0,71.03,27.85,29.86,13.06,74.0,100.0,3600.0
696,faya,SA,1572316528.0,18.39,42.45,55.4,2.17,87.0,0.0,10800.0
697,tall kayf,TR,1572316528.0,37.08,41.07,59.0,9.17,87.0,75.0,7200.0
698,volsk,RU,1572316528.0,52.04,47.39,40.03,5.1,77.0,42.0,14400.0
699,kahuta,PK,1572316529.0,33.59,73.39,63.0,3.65,77.0,40.0,18000.0
700,limon,US,1572316529.0,39.26,-103.69,19.0,5.82,92.0,1.0,-21600.0
701,smirnykh,RU,1572316529.0,49.74,142.83,45.99,10.13,67.0,100.0,39600.0
702,shimizu,JP,1572316529.0,35.71,139.62,61.0,6.93,93.0,90.0,32400.0
703,liverpool,GB,1572316529.0,53.41,-2.98,39.99,11.41,93.0,0.0,0.0
704,uyuni,BO,1572316529.0,-20.46,-66.82,52.93,3.76,14.0,0.0,-14400.0
705,aranda de duero,ES,1572316530.0,41.67,-3.69,52.3,6.55,87.0,99.0,3600.0
706,tuy hoa,VN,1572316530.0,13.08,109.3,81.54,25.93,78.0,24.0,25200.0
707,trapani,IT,1572316530.0,38.02,12.54,66.99,3.36,88.0,0.0,3600.0
708,haimen,CN,1572316530.0,31.87,121.18,87.01,9.1,60.0,0.0,28800.0
709,muswellbrook,AU,1572316530.0,-32.27,150.89,86.11,2.39,28.0,0.0,39600.0
711,coihueco,CL,1572316531.0,-36.63,-71.83,51.8,8.05,100.0,67.0,-10800.0
712,itarema,BR,1572316531.0,-2.92,-39.92,76.33,10.71,73.0,16.0,-10800.0
713,avenal,US,1572316531.0,36.0,-120.13,62.6,5.26,46.0,90.0,-25200.0
714,vagay,RU,1572316531.0,57.94,69.02,25.86,12.59,72.0,100.0,18000.0
715,yumen,CN,1572316532.0,40.29,97.04,45.45,18.86,22.0,100.0,28800.0
716,imbituba,BR,1572316532.0,-28.24,-48.67,73.4,6.93,94.0,68.0,-10800.0
717,maragogi,BR,1572316532.0,-9.01,-35.22,78.22,14.23,71.0,0.0,-10800.0
718,aquiraz,BR,1572316532.0,-3.9,-38.39,80.6,20.8,69.0,75.0,-10800.0
719,lata,IN,1572316532.0,30.78,78.62,40.03,1.7,21.0,0.0,19800.0
720,mapiri,BO,1572316532.0,-15.31,-68.22,69.46,0.83,96.0,99.0,-14400.0
721,langxiang,CN,1572316533.0,46.95,128.87,41.04,3.8,82.0,100.0,28800.0
722,kotido,UG,1572316533.0,3.01,34.12,69.1,5.3,79.0,4.0,10800.0
723,yerbogachen,RU,1572316533.0,61.28,108.01,16.81,6.76,86.0,90.0,28800.0
724,puri,ID,1572316534.0,-7.54,112.45,96.08,5.37,33.0,35.0,25200.0
725,lakes entrance,AU,1572316534.0,-37.88,147.99,88.0,7.0,20.0,3.0,39600.0
726,pak phanang,TH,1572316534.0,8.35,100.2,87.8,3.36,74.0,40.0,25200.0
727,tarauaca,BR,1572316534.0,-8.16,-70.77,74.46,1.32,84.0,7.0,-18000.0
728,haines junction,CA,1572316535.0,60.75,-137.51,21.99,10.96,91.0,100.0,-25200.0
729,darhan,MN,1572316535.0,49.49,105.92,40.64,5.91,55.0,67.0,28800.0
730,mayumba,GA,1572316535.0,-3.44,10.65,74.73,4.23,93.0,100.0,3600.0
731,olinda,AU,1572316535.0,-37.84,145.39,86.0,18.34,19.0,0.0,39600.0
732,atambua,ID,1572316535.0,-9.11,124.89,85.24,7.54,57.0,100.0,28800.0
733,shimoda,JP,1572316536.0,34.7,138.93,62.6,13.87,93.0,75.0,32400.0
734,adrar,DZ,1572316536.0,27.87,-0.29,60.8,8.05,38.0,38.0,3600.0
735,pyapon,MM,1572316536.0,16.29,95.68,85.8,5.86,74.0,0.0,23400.0
736,itacarambi,BR,1572316536.0,-15.1,-44.09,72.45,2.04,54.0,11.0,-10800.0
737,marquette,US,1572316417.0,46.54,-87.4,36.0,11.41,80.0,90.0,-14400.0
738,andra,RU,1572316537.0,62.52,65.89,16.27,8.05,88.0,0.0,18000.0
739,chernyshevskiy,RU,1572316537.0,63.01,112.47,13.37,7.34,85.0,92.0,32400.0
742,songjianghe,CN,1572316537.0,42.18,127.48,35.65,9.17,71.0,86.0,28800.0
743,port hueneme,US,1572316538.0,34.15,-119.2,68.0,10.58,67.0,1.0,-25200.0
744,ambulu,ID,1572316538.0,-8.35,113.61,76.41,8.81,82.0,81.0,25200.0
745,tocopilla,CL,1572316538.0,-22.09,-70.2,55.2,4.7,37.0,2.0,-10800.0
747,sikonge,TZ,1572316538.0,-5.63,32.75,68.0,1.36,77.0,20.0,10800.0
748,utete,TZ,1572316539.0,-7.99,38.76,73.72,3.06,91.0,72.0,10800.0
749,katherine,AU,1572316539.0,-14.47,132.26,93.2,10.29,24.0,54.0,34200.0
750,launceston,AU,1572316343.0,-41.43,147.14,66.2,27.51,52.0,2.0,39600.0
751,winslow,GB,1572316539.0,51.94,-0.88,46.0,9.17,100.0,100.0,0.0
752,waipawa,NZ,1572316539.0,-39.94,176.59,60.01,10.0,57.0,100.0,46800.0
753,santa marta,CO,1572316512.0,11.24,-74.21,82.4,5.06,78.0,75.0,-18000.0
754,moindou,NC,1572316540.0,-21.69,165.68,80.6,18.34,47.0,20.0,39600.0
756,roanoke rapids,US,1572316540.0,36.46,-77.65,59.0,3.87,100.0,1.0,-14400.0
758,victoria,BN,1572316540.0,5.28,115.24,84.2,5.82,70.0,75.0,28800.0
759,wasilla,US,1572316541.0,61.58,-149.44,53.6,10.29,61.0,40.0,-28800.0
760,uppsala,SE,1572316541.0,59.86,17.64,34.0,6.93,83.0,50.0,3600.0
761,dong hoi,VN,1572316508.0,17.48,106.6,68.47,9.71,86.0,87.0,25200.0
763,ereymentau,KZ,1572316541.0,51.62,73.1,48.52,26.08,57.0,0.0,21600.0
764,lodwar,KE,1572316541.0,3.12,35.6,81.41,6.58,55.0,3.0,10800.0
765,khuzdar,PK,1572316542.0,27.8,66.62,64.33,2.37,31.0,9.0,18000.0
766,talavera de la reina,ES,1572316542.0,39.96,-4.83,54.0,1.54,97.0,10.0,3600.0
767,quthing,LS,1572316542.0,-30.4,27.7,32.2,2.84,70.0,0.0,7200.0
768,tura,RU,1572316542.0,64.27,100.22,10.76,3.51,93.0,100.0,25200.0
769,port alberni,CA,1572316542.0,49.24,-124.81,45.0,3.36,81.0,75.0,-25200.0
770,tamworth,AU,1572316543.0,-31.09,150.93,82.0,6.93,22.0,96.0,39600.0
771,suleja,NG,1572316543.0,9.18,7.18,73.4,2.24,83.0,40.0,3600.0
772,kirakira,SB,1572316543.0,-10.46,161.92,80.78,9.66,82.0,100.0,39600.0
774,tulum,MX,1572316543.0,20.21,-87.46,80.01,3.36,94.0,75.0,-18000.0
775,bijar,IR,1572316544.0,35.87,47.6,44.58,3.0,75.0,0.0,12600.0
776,taicheng,CN,1572316544.0,22.25,112.8,77.0,3.0,66.0,0.0,28800.0
777,grindavik,IS,1572316544.0,63.84,-22.43,44.6,14.99,100.0,90.0,0.0
778,talas,KG,1572316544.0,42.52,72.24,53.01,2.15,89.0,0.0,21600.0
779,road town,VG,1572316544.0,18.42,-64.62,82.4,4.7,83.0,40.0,-14400.0
780,ouallam,NE,1572316544.0,14.32,2.08,86.79,11.1,39.0,62.0,3600.0
782,los andes,CL,1572316545.0,-32.83,-70.6,53.6,11.41,46.0,91.0,-10800.0
784,alofi,NU,1572316545.0,-19.06,-169.92,77.0,16.11,69.0,100.0,-39600.0
785,gravdal,NO,1572316545.0,59.79,5.78,37.4,10.29,51.0,0.0,3600.0
786,namatanai,PG,1572316546.0,-3.66,152.44,85.26,8.52,68.0,100.0,36000.0
787,bowen,AU,1572316546.0,-20.01,148.25,82.0,17.22,73.0,75.0,36000.0
788,hit,IQ,1572316546.0,33.64,42.83,70.47,6.4,46.0,0.0,10800.0
790,pingdu,CN,1572316546.0,36.79,119.95,60.8,11.18,29.0,0.0,28800.0
791,sangar,RU,1572316546.0,63.92,127.47,14.47,8.59,88.0,100.0,32400.0
792,ust-kulom,RU,1572316505.0,61.69,53.69,21.16,8.16,80.0,17.0,10800.0
793,dillon,US,1572316547.0,45.22,-112.64,10.99,26.4,78.0,90.0,-21600.0
795,xiaoweizhai,CN,1572316547.0,26.23,107.51,65.88,2.42,53.0,0.0,28800.0
796,bukid,PH,1572316547.0,11.29,124.75,89.31,1.7,61.0,98.0,28800.0
797,ust-tsilma,RU,1572316548.0,65.44,52.15,22.55,8.86,93.0,97.0,10800.0
798,san,ML,1572316548.0,13.3,-4.9,81.59,1.72,51.0,69.0,0.0
799,mikuni,JP,1572316548.0,36.22,136.15,64.4,10.29,63.0,75.0,32400.0
801,piranhas,BR,1572316548.0,-16.43,-51.82,73.24,2.35,66.0,69.0,-10800.0
802,nuristan,UZ,1572316549.0,38.49,65.64,51.8,6.93,71.0,51.0,18000.0
803,ufimskiy,RU,1572316549.0,56.71,58.05,27.07,10.85,67.0,100.0,18000.0
804,roebourne,AU,1572316549.0,-20.77,117.15,99.45,5.84,16.0,0.0,28800.0
805,kihei,US,1572316549.0,20.76,-156.45,84.2,16.11,61.0,40.0,-36000.0
806,severobaykalsk,RU,1572316549.0,55.65,109.32,29.64,15.46,96.0,100.0,28800.0
807,do gonbadan,IR,1572316550.0,30.36,50.8,66.2,3.83,59.0,20.0,12600.0
808,palmares do sul,BR,1572316550.0,-30.26,-50.51,69.01,6.71,94.0,66.0,-10800.0
809,shache,CN,1572316550.0,38.42,77.24,57.99,1.99,87.0,100.0,28800.0
810,longido,TZ,1572316550.0,-2.73,36.7,63.03,3.62,86.0,72.0,10800.0
811,zeya,RU,1572316550.0,53.74,127.27,33.62,5.57,68.0,71.0,32400.0
812,ust-ilimsk,RU,1572316550.0,57.96,102.73,37.24,9.31,95.0,100.0,28800.0
813,karratha,AU,1572316406.0,-20.74,116.85,79.48,6.2,71.0,0.0,28800.0
814,falam,MM,1572316551.0,22.91,93.68,71.44,1.88,76.0,21.0,23400.0
815,gouyave,GD,1572316551.0,12.16,-61.73,82.4,2.24,83.0,40.0,-14400.0
817,talmenka,RU,1572316551.0,53.82,83.56,50.0,26.84,61.0,100.0,25200.0
819,colquechaca,BO,1572316552.0,-18.7,-66.0,57.04,1.36,56.0,0.0,-14400.0
820,gumdag,TM,1572316552.0,39.2,54.59,59.36,5.12,21.0,88.0,18000.0
821,ylivieska,FI,1572316552.0,64.07,24.53,34.0,4.7,88.0,60.0,7200.0
822,koslan,RU,1572316552.0,63.46,48.9,24.03,9.55,86.0,95.0,10800.0
823,kondinskoye,RU,1572316553.0,59.65,67.41,14.61,9.62,89.0,0.0,18000.0
824,zharkent,KZ,1572316553.0,44.17,80.0,54.18,11.45,30.0,0.0,21600.0
825,suntar,RU,1572316553.0,62.16,117.65,18.43,6.08,80.0,26.0,32400.0
826,mangrol,IN,1572316553.0,25.33,76.51,69.8,2.59,88.0,75.0,19800.0
827,bonyhad,HU,1572316553.0,46.3,18.53,50.83,5.08,53.0,100.0,3600.0
828,silleda,ES,1572316554.0,42.7,-8.25,64.0,9.17,100.0,75.0,3600.0
829,arlington,US,1572316554.0,32.74,-97.11,55.0,4.7,100.0,90.0,-18000.0
830,samarai,PG,1572316554.0,-10.62,150.67,79.63,9.1,75.0,98.0,36000.0
831,balakhninskiy,RU,1572316554.0,58.01,114.28,11.55,3.04,93.0,100.0,28800.0
832,ankpa,NG,1572316554.0,7.37,7.63,68.97,1.7,99.0,63.0,3600.0
833,cartagena,ES,1572316555.0,37.63,-1.0,60.01,2.24,100.0,96.0,3600.0
834,shubarkuduk,KZ,1572316555.0,49.15,56.49,48.33,11.3,49.0,86.0,18000.0
835,pavlikeni,BG,1572316555.0,43.24,25.31,43.0,2.86,100.0,0.0,7200.0
836,gigmoto,PH,1572316555.0,13.78,124.39,84.58,10.85,76.0,100.0,28800.0
837,alice town,BS,1572316555.0,25.72,-79.3,82.36,16.11,81.0,5.0,-14400.0
838,cabadiangan,PH,1572316555.0,10.45,123.98,89.6,5.82,66.0,75.0,28800.0
839,mendoza,AR,1572316556.0,-32.89,-68.84,68.0,3.36,42.0,14.0,-10800.0
840,broome,GB,1572316556.0,52.47,1.45,46.0,2.24,93.0,0.0,0.0
841,springdale,US,1572316522.0,36.19,-94.13,53.01,8.05,100.0,90.0,-18000.0
842,ondangwa,NA,1572316556.0,-17.91,15.98,72.09,8.32,14.0,43.0,7200.0
843,thunder bay,CA,1572316527.0,48.41,-89.26,33.01,5.82,67.0,90.0,-14400.0
844,san fernando,TT,1572316557.0,10.28,-61.46,78.01,4.94,94.0,20.0,-14400.0
845,puerto madryn,AR,1572316557.0,-42.77,-65.04,58.64,23.73,53.0,100.0,-10800.0
846,galle,GN,1572316557.0,10.08,-12.83,70.27,1.48,91.0,0.0,0.0
847,dunmore town,BS,1572316557.0,25.5,-76.65,81.07,13.47,81.0,29.0,-14400.0
848,boromo,BF,1572316557.0,11.74,-2.93,75.72,1.63,76.0,0.0,0.0
849,lianzhou,CN,1572316558.0,24.79,112.38,66.9,6.44,55.0,0.0,28800.0
850,rexburg,US,1572316558.0,43.82,-111.79,26.6,8.05,58.0,90.0,-21600.0
851,along,IN,1572316558.0,28.17,94.8,73.36,2.37,58.0,61.0,19800.0
852,cairns,AU,1572316558.0,-16.92,145.77,86.0,12.75,58.0,75.0,36000.0
853,margate,AU,1572316558.0,-43.03,147.26,80.01,18.34,7.0,100.0,39600.0
854,hirara,JP,1572316558.0,24.8,125.28,82.4,13.87,74.0,40.0,32400.0
855,cochrane,CL,1572316559.0,-47.25,-72.57,30.15,2.91,92.0,100.0,-10800.0
857,nicoya,CR,1572316559.0,10.15,-85.45,78.8,3.36,94.0,20.0,-21600.0
858,kachug,RU,1572316559.0,53.96,105.89,39.85,14.2,77.0,85.0,28800.0
859,madang,CN,1572316559.0,35.32,102.79,48.2,5.1,18.0,0.0,28800.0
860,chesma,RU,1572316560.0,53.81,60.65,36.36,8.39,71.0,0.0,18000.0
861,tessalit,ML,1572316560.0,20.2,1.01,66.81,10.11,22.0,1.0,0.0
862,sampit,ID,1572316560.0,-2.54,112.95,89.53,2.51,55.0,100.0,25200.0
863,labuhan,ID,1572316560.0,-2.54,115.51,93.0,2.57,43.0,100.0,28800.0
864,mandan,US,1572316561.0,46.83,-100.89,28.4,14.99,62.0,1.0,-18000.0
865,laguna,BZ,1572316561.0,16.17,-88.94,75.2,1.86,100.0,90.0,-21600.0
866,valleyview,CA,1572316561.0,55.07,-117.28,13.08,2.86,89.0,8.0,-21600.0
867,port-cartier,CA,1572316561.0,50.03,-66.88,41.0,4.7,80.0,90.0,-14400.0
868,daru,PG,1572316561.0,-9.07,143.21,86.25,11.7,63.0,80.0,36000.0
869,kalkar,DE,1572316562.0,51.74,6.29,44.01,2.24,100.0,90.0,3600.0
870,diffa,NE,1572316562.0,13.32,12.61,79.39,5.75,53.0,95.0,3600.0
871,hudiksvall,SE,1572316562.0,61.73,17.1,25.0,5.68,98.0,0.0,3600.0
872,jega,NG,1572316562.0,12.22,4.38,78.24,5.66,69.0,85.0,3600.0
873,kualakapuas,ID,1572316562.0,-3.01,114.39,94.68,4.18,37.0,100.0,25200.0
874,pimentel,BR,1572316563.0,-3.7,-45.5,76.5,7.4,78.0,6.0,-10800.0
875,kencong,ID,1572316563.0,-7.78,112.24,90.12,8.52,43.0,76.0,25200.0
876,sayyan,YE,1572316563.0,15.17,44.32,53.11,1.83,35.0,16.0,10800.0
879,glenwood springs,US,1572316564.0,39.55,-107.33,30.2,17.22,85.0,90.0,-21600.0
880,fare,PF,1572316564.0,-16.7,-151.02,80.06,12.84,77.0,7.0,-36000.0
881,puerto cabezas,NI,1572316564.0,14.04,-83.39,75.79,3.38,97.0,57.0,-21600.0
882,hami,CN,1572316564.0,42.84,93.51,50.27,3.67,24.0,65.0,28800.0
883,kamina,CD,1572316568.0,-8.74,25.0,66.36,3.71,95.0,100.0,7200.0
884,shebalino,RU,1572316568.0,51.29,85.68,40.96,16.13,79.0,35.0,25200.0
885,kurayoshi,JP,1572316569.0,35.43,133.83,66.2,9.17,68.0,40.0,32400.0
886,asyut,EG,1572316569.0,27.18,31.19,60.8,4.7,67.0,100.0,7200.0
887,san carlos del zulia,VE,1572316569.0,9.0,-71.91,76.73,1.03,89.0,100.0,-14400.0
888,pochutla,MX,1572316569.0,15.74,-96.47,82.4,4.94,83.0,75.0,-21600.0
889,sanchez,DO,1572316569.0,19.23,-69.61,73.17,3.09,94.0,97.0,-14400.0
890,sivas,TR,1572316570.0,39.75,37.01,41.0,6.93,86.0,75.0,10800.0
891,khani,GE,1572316570.0,41.96,42.96,51.8,8.05,93.0,75.0,14400.0
892,gandorhun,SL,1572316570.0,8.44,-10.86,68.61,1.23,98.0,0.0,0.0
893,acajutla,SV,1572316570.0,13.59,-89.83,82.9,4.61,71.0,71.0,-21600.0
895,ambilobe,MG,1572316570.0,-13.19,49.05,72.05,7.85,81.0,0.0,10800.0
896,kathmandu,NP,1572316571.0,27.71,85.32,59.0,2.24,93.0,20.0,20700.0
898,ranfurly,CA,1572316571.0,53.41,-111.68,15.62,14.56,82.0,83.0,-21600.0
899,galdar,ES,1572316571.0,28.15,-15.65,77.0,3.36,57.0,29.0,0.0
900,pangai,TO,1572316571.0,-19.8,-174.35,78.8,16.11,65.0,75.0,46800.0
901,midland,US,1572316572.0,32.0,-102.08,48.2,9.17,75.0,1.0,-18000.0
902,maningrida,AU,1572316572.0,-12.05,134.23,95.77,10.76,32.0,4.0,34200.0
904,agadir,MA,1572316572.0,30.42,-9.58,62.6,5.82,82.0,77.0,3600.0
905,phetchaburi,TH,1572316572.0,13.1,99.94,80.6,3.36,88.0,20.0,25200.0
906,kargopol,RU,1572316572.0,61.51,38.95,19.63,3.74,93.0,62.0,10800.0
907,nikitinskiy,RU,1572316573.0,45.0,37.87,46.4,1.7,87.0,40.0,10800.0
908,goderich,CA,1572316573.0,43.74,-81.71,50.0,1.01,92.0,0.0,-14400.0
909,alekseyevsk,RU,1572316573.0,57.84,108.35,36.48,7.78,99.0,100.0,28800.0
911,dno,RU,1572316573.0,57.83,29.97,36.0,1.72,97.0,100.0,10800.0
912,caucaia,BR,1572316574.0,-3.73,-38.66,80.6,20.8,69.0,75.0,-10800.0
914,oksfjord,NO,1572316574.0,70.24,22.35,30.2,2.24,92.0,82.0,3600.0
915,bria,CF,1572316574.0,6.54,21.99,65.25,2.59,93.0,56.0,3600.0
916,alberton,ZA,1572316574.0,-26.25,28.13,59.0,3.36,40.0,0.0,7200.0
917,kulhudhuffushi,MV,1572316574.0,6.62,73.07,79.63,21.05,83.0,100.0,18000.0
918,palestine,US,1572316313.0,31.76,-95.63,70.0,5.82,82.0,90.0,-18000.0
919,jalu,LY,1572316575.0,29.03,21.55,64.72,6.49,40.0,0.0,7200.0
920,zyryanka,RU,1572316575.0,65.73,150.89,8.8,4.5,92.0,100.0,39600.0
921,prilep,MK,1572316575.0,41.35,21.55,37.4,2.46,74.0,3.0,3600.0
922,sidi ali,DZ,1572316575.0,36.1,0.42,60.67,0.87,71.0,32.0,3600.0
923,yaan,NG,1572316576.0,7.38,8.57,71.74,2.24,94.0,70.0,3600.0
924,bozova,TR,1572316576.0,37.36,38.53,57.2,7.34,87.0,75.0,10800.0
925,maues,BR,1572316576.0,-3.38,-57.72,76.68,2.53,78.0,82.0,-14400.0
927,tigil,RU,1572316576.0,57.8,158.67,33.13,7.38,82.0,100.0,43200.0
928,aberdeen,US,1572316577.0,46.98,-123.82,46.99,3.38,87.0,1.0,-25200.0
929,brigantine,US,1572316577.0,39.41,-74.36,59.0,6.93,76.0,90.0,-14400.0
931,lincoln,GB,1572316577.0,53.23,-0.54,39.99,2.24,100.0,0.0,0.0
932,grass valley,US,1572316577.0,39.22,-121.06,62.6,5.37,31.0,1.0,-25200.0
933,opuwo,NA,1572316578.0,-18.06,13.84,63.73,1.68,36.0,0.0,7200.0
934,kiama,AU,1572316578.0,-34.67,150.86,78.8,9.17,36.0,0.0,39600.0
935,carmelo,UY,1572316578.0,-34.0,-58.28,62.6,8.05,87.0,75.0,-10800.0
936,rio blanco,MX,1572316578.0,28.62,-111.47,75.99,4.0,50.0,84.0,-25200.0
937,mamallapuram,IN,1572316578.0,12.63,80.17,82.0,3.36,94.0,75.0,19800.0
938,nabire,ID,1572316579.0,-3.36,135.5,87.31,5.12,67.0,80.0,32400.0
939,marystown,CA,1572316579.0,47.17,-55.16,41.0,8.01,2.0,76.0,-9000.0
940,acari,BR,1572316579.0,-6.44,-36.64,67.37,26.87,85.0,0.0,-10800.0
941,hibbing,US,1572316579.0,47.43,-92.94,28.0,5.03,85.0,1.0,-18000.0
942,chapleau,CA,1572316579.0,47.85,-83.4,37.4,3.36,93.0,90.0,-14400.0
943,casablanca,MA,1572316580.0,33.6,-7.62,68.0,5.82,88.0,97.0,3600.0
945,ipswich,AU,1572316580.0,-27.62,152.76,84.0,13.87,36.0,0.0,36000.0
946,chicama,PE,1572316580.0,-7.84,-79.15,62.6,11.41,88.0,90.0,-18000.0
948,guaranesia,BR,1572316581.0,-21.3,-46.8,68.65,3.09,89.0,99.0,-10800.0
949,clarence town,AU,1572316581.0,-32.59,151.78,84.99,6.93,39.0,20.0,39600.0
950,moranbah,AU,1572316581.0,-22.0,148.04,86.16,19.28,35.0,100.0,36000.0
951,anloga,GH,1572316581.0,5.79,0.9,77.0,5.06,94.0,20.0,0.0
952,boa vista,BR,1572316581.0,2.82,-60.67,84.2,3.36,66.0,36.0,-14400.0
953,naryan-mar,RU,1572316383.0,67.67,53.09,13.78,4.85,87.0,34.0,10800.0
954,van,TR,1572316582.0,38.51,43.37,44.6,2.24,75.0,75.0,10800.0
956,dickinson,US,1572316582.0,46.88,-102.79,19.4,16.11,52.0,1.0,-21600.0
957,mongo,CD,1572316582.0,-5.62,14.6,70.09,2.68,97.0,82.0,3600.0
959,janauba,BR,1572316583.0,-1.63,-45.47,77.4,5.88,82.0,0.0,-10800.0
960,chipinge,ZW,1572316583.0,-20.19,32.62,75.76,2.35,23.0,31.0,7200.0
961,porto belo,BR,1572316583.0,-27.15,-48.54,73.99,6.93,88.0,100.0,-10800.0
962,mahanoro,MG,1572316583.0,-19.9,48.8,78.04,17.54,82.0,69.0,10800.0
964,terre-de-bas,GP,1572316584.0,15.85,-61.64,78.8,2.24,83.0,20.0,-14400.0
966,shemonaikha,KZ,1572316584.0,50.63,81.92,47.05,15.95,73.0,84.0,21600.0
967,vilcun,CL,1572316584.0,-38.65,-72.23,50.0,9.17,87.0,90.0,-10800.0
968,necochea,AR,1572316584.0,-38.55,-58.74,50.0,5.01,95.0,96.0,-10800.0
969,skjervoy,NO,1572316585.0,70.03,20.97,34.32,16.44,62.0,100.0,3600.0
970,sokoto,NG,1572316585.0,13.06,5.24,80.58,8.14,55.0,67.0,3600.0
971,bhan,PK,1572316585.0,26.56,67.72,83.48,1.39,19.0,58.0,18000.0
972,dongning,CN,1572316585.0,44.06,131.12,48.61,17.09,47.0,63.0,28800.0
974,troitsko-pechorsk,RU,1572316586.0,62.71,56.19,21.76,9.06,89.0,78.0,10800.0
975,kashmor,PK,1572316586.0,28.43,69.58,81.41,5.21,21.0,0.0,18000.0
976,beira,ES,1572316586.0,43.2,-8.36,64.0,8.05,82.0,89.0,3600.0
978,madimba,CM,1572316586.0,4.42,9.93,75.2,1.12,100.0,75.0,3600.0
979,balabac,PH,1572316587.0,7.99,117.06,81.61,13.18,80.0,99.0,28800.0
980,matara,BI,1572316587.0,-3.48,29.48,58.15,3.15,84.0,27.0,7200.0
982,hailar,CN,1572316587.0,49.2,119.7,30.34,11.56,58.0,46.0,28800.0
983,tateyama,JP,1572316587.0,36.66,137.31,62.6,5.82,72.0,75.0,32400.0
984,heihe,RU,1572316588.0,50.24,127.51,32.0,11.18,95.0,75.0,28800.0
985,fallon,US,1572316588.0,46.84,-105.12,19.0,14.99,61.0,75.0,-21600.0
986,elko,US,1572316316.0,40.83,-115.76,39.2,4.97,21.0,90.0,-25200.0
